Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB52,OUT019,506.60696
DRG25,OUT027,6053.721
FDZ13,OUT049,868.9855
FDB57,OUT019,643.5542
FDR40,OUT046,1340.8317
NCO14,OUT019,3.621009
NCN19,OUT045,2521.158
FDQ28,OUT019,339.47937
FDO13,OUT018,2002.4382
FDK48,OUT013,1289.0294
FDU07,OUT018,2584.5796
FDW20,OUT046,2129.9502
FDV12,OUT010,197.84483
FDH24,OUT013,2650.2087
FDV59,OUT049,3222.8955
FDK57,OUT045,1763.6221
FDL16,OUT027,854.7673
NCQ17,OUT046,2593.7065
FDJ15,OUT018,2204.2197
FDX24,OUT049,1522.3855
FDT47,OUT046,2084.5195
FDT10,OUT049,932.7617
FDZ37,OUT018,1512.8674
FDW43,OUT027,6586.0317
DRN36,OUT017,1559.6687
FDJ14,OUT045,1259.2799
FDA32,OUT013,3077.0056
FDJ38,OUT019,109.20348
FDQ57,OUT017,2273.0857
NCQ41,OUT019,625.67883
FDG56,OUT049,1014.4469
DRC13,OUT027,3034.2253
FDV55,OUT035,2365.2869
FDQ49,OUT045,2459.4854
FDE29,OUT010,207.39839
FDR03,OUT013,5061.7686
FDD45,OUT049,1479.3575
FDN38,OUT010,490.7164
FDT56,OUT046,823.7517
FDT48,OUT045,3662.6262
FDU03,OUT049,2398.0664
FDC56,OUT010,123.41361
NCO43,OUT027,2435.0554
FDQ27,OUT017,2108.5007
FDR03,OUT046,4298.1597
DRH23,OUT010,216.7732
FDG22,OUT045,483.2746
NCJ42,OUT013,1289.8945
FDR24,OUT046,1289.8743
FDW60,OUT035,1686.8322
FDJ08,OUT013,2663.839
DRL59,OUT018,659.566
FDG60,OUT010,203.31696
FDW27,OUT017,2547.8845
FDX14,OUT018,1056.5856
FDC20,OUT013,852.5274
NCS29,OUT018,1903.5637
FDJ56,OUT046,1503.8749
FDB20,OUT019,860.7762
FDL28,OUT027,6394.529
FDW01,OUT018,2054.2773
FDL03,OUT046,2373.8013
FDX22,OUT049,3570.605
FDJ21,OUT035,3136.0354
FDR31,OUT045,2632.9944
FDG21,OUT035,3568.9448
FDS22,OUT027,981.8973
FDK08,OUT035,1823.5035
FDE17,OUT018,2272.5247
NCN30,OUT017,1686.9888
FDT50,OUT046,1452.2262
NCX42,OUT049,3854.9092
FDJ12,OUT035,3542.0645
NCA18,OUT027,2834.2349
FDP23,OUT019,-257.50613
FDX12,OUT013,4088.2717
FDN40,OUT018,2788.933
FDV48,OUT035,1520.8495
NCY54,OUT013,2626.5146
FDL16,OUT010,97.26218
FDR45,OUT018,3032.2532
FDJ52,OUT046,2226.1907
DRG01,OUT017,1486.1267
FDP52,OUT013,5420.032
FDU58,OUT017,3491.9355
FDL02,OUT045,1916.018
FDG28,OUT013,3434.7441
FDA19,OUT035,1942.67
FDW46,OUT027,1677.5314
NCD43,OUT049,1808.8146
DRG39,OUT013,1089.3717
NCF55,OUT049,800.8658
FDJ07,OUT046,1820.5905
FDE08,OUT046,2446.2373
FDP56,OUT019,343.46362
FDT45,OUT045,736.632
FDF17,OUT018,3516.3516
FDX44,OUT046,1474.3683
FDM28,OUT027,5257.538
FDI36,OUT049,2589.9138
FDS07,OUT045,1570.0406
FDD36,OUT045,1817.6095
FDW11,OUT046,940.9883
FDN40,OUT049,2435.9707
NCQ18,OUT049,1641.5302
NCQ54,OUT017,3773.7444
NCS42,OUT045,1688.4036
DRH39,OUT010,92.71538
FDC09,OUT027,2465.925
FDT08,OUT010,602.3858
FDC08,OUT035,3766.3132
FDT20,OUT017,630.47534
FDS35,OUT035,1229.9507
FDX58,OUT018,3252.3313
FDW58,OUT046,1935.332
DRD27,OUT046,1544.9067
FDH32,OUT019,165.77377
FDS26,OUT035,5436.178
FDQ31,OUT046,1419.7712
FDP11,OUT018,3404.83
FDD58,OUT017,1819.5786
FDM33,OUT045,4620.246
FDZ16,OUT049,3538.7048
NCS29,OUT010,1716.996
NCM18,OUT019,215.94945
FDP11,OUT049,4081.2585
NCC42,OUT017,2268.0388
DRM23,OUT046,2805.5837
NCN55,OUT027,6678.1914
FDK46,OUT013,4705.962
FDR01,OUT046,3317.9778
NCA05,OUT045,1579.2397
NCP43,OUT017,3013.203
FDR12,OUT010,-43.7329
FDQ01,OUT013,2782.2083
FDM13,OUT046,2076.75
FDQ19,OUT017,3135.1646
FDK56,OUT019,440.61688
NCX06,OUT010,499.2549
FDO56,OUT027,3268.2017
FDU45,OUT045,2277.4783
FDI16,OUT019,150.6299
FDL32,OUT046,2066.3374
FDA07,OUT046,2104.2107
FDA14,OUT045,2321.688
FDV46,OUT027,3898.976
NCO07,OUT035,4130.878
NCP41,OUT046,1812.8029
FDY60,OUT018,1918.7262
FDN38,OUT017,3325.6929
FDO15,OUT046,1345.0364
FDT60,OUT013,2035.2261
FDA55,OUT035,5011.002
FDE02,OUT010,131.56573
DRJ39,OUT049,4146.4653
FDV34,OUT035,1194.5587
FDS20,OUT027,5566.5103
FDF02,OUT027,2942.6484
FDW40,OUT017,2258.1538
NCB43,OUT046,3504.4146
FDR58,OUT017,1458.9156
DRJ59,OUT035,627.09717
NCD30,OUT017,1784.3358
FDE14,OUT017,1637.1483
FDC28,OUT018,1176.1294
FDU16,OUT018,841.75793
NCD19,OUT035,853.769
FDU21,OUT046,498.2641
FDV59,OUT027,4528.3525
FDU03,OUT045,3981.2715
FDC33,OUT010,340.5951
NCR42,OUT035,726.33374
DRH59,OUT035,1231.3904
NCM31,OUT035,2109.4197
FDS50,OUT035,4707.2915
FDP39,OUT046,811.46704
FDQ55,OUT013,2162.0059
FDV36,OUT019,312.49445
FDI05,OUT027,2705.682
FDS45,OUT027,2848.913
FDA39,OUT045,519.06616
FDC37,OUT010,160.93887
FDJ60,OUT027,4217.4526
DRQ35,OUT046,2401.5237
NCJ06,OUT046,1648.3094
NCY42,OUT018,1967.6382
DRM37,OUT049,3088.0325
FDR14,OUT045,647.8069
FDE51,OUT049,623.02527
FDT33,OUT017,3073.0588
FDR08,OUT013,1873.7949
FDE36,OUT010,457.36432
FDL22,OUT019,95.798195
FDR44,OUT013,2138.986
FDI56,OUT019,365.03027
FDE47,OUT010,267.77527
FDV27,OUT010,7.839441
FDV10,OUT049,744.5603
FDC40,OUT045,1341.8793
NCX41,OUT013,4026.853
NCQ38,OUT027,1995.5325
FDV12,OUT027,2737.015
FDE52,OUT017,1408.7997
FDG20,OUT027,4271.9966
FDV16,OUT027,900.9922
FDI32,OUT017,2505.2573
FDJ32,OUT049,909.44116
FDN39,OUT018,1996.319
FDY34,OUT017,3106.7734
FDC14,OUT035,800.18744
FDA55,OUT017,4956.2915
FDZ50,OUT010,1244.7021
DRG13,OUT049,3061.4036
FDP01,OUT013,2388.9312
NCG54,OUT017,3518.7993
FDM13,OUT045,1611.8579
NCO18,OUT027,3830.556
NCW41,OUT013,2352.0078
FDM52,OUT027,3374.5627
NCF55,OUT035,883.4831
FDT09,OUT046,2715.7944
NCM19,OUT035,1735.6974
FDW12,OUT018,2076.2798
FDP15,OUT019,763.9731
FDK36,OUT045,462.56094
FDZ25,OUT035,2888.4963
NCW06,OUT049,3445.8115
FDW60,OUT046,1928.4259
DRC49,OUT013,2142.284
NCT17,OUT035,3467.7979
NCN06,OUT018,2304.1904
FDC45,OUT013,2659.4814
DRJ47,OUT019,640.8226
NCF06,OUT045,3578.2969
FDE21,OUT010,322.9459
DRG27,OUT013,933.8159
FDW40,OUT049,2427.8872
NCO53,OUT046,3701.035
FDE23,OUT049,672.933
FDQ16,OUT046,1656.1132
FDS26,OUT045,2214.1716
FDZ13,OUT010,199.05544
FDS14,OUT049,2195.2842
FDC10,OUT045,1523.83
FDY16,OUT049,3362.0598
FDJ20,OUT035,1980.9055
FDV43,OUT035,625.0221
FDZ32,OUT027,2561.4478
FDR23,OUT046,2694.9204
FDN24,OUT035,883.83966
FDE34,OUT027,6029.751
FDU31,OUT013,2740.7878
FDW33,OUT018,1067.3105
FDU26,OUT046,1205.9767
FDE20,OUT027,3716.4272
NCW05,OUT035,2402.6594
FDB22,OUT018,2284.649
FDO56,OUT046,1842.2335
FDA19,OUT027,3719.437
DRI39,OUT045,947.8113
FDH52,OUT018,998.2947
FDZ50,OUT035,3699.2344
NCN42,OUT035,2754.9456
FDB53,OUT013,2552.7253
DRG11,OUT017,1972.8606
DRK11,OUT027,3045.7644
FDQ60,OUT017,2145.03
FDT36,OUT017,614.5422
DRG25,OUT018,1670.7985
DRJ23,OUT046,3462.6965
FDG05,OUT035,2681.4329
NCK06,OUT018,1717.9597
FDU52,OUT017,2194.701
FDW07,OUT018,1210.5258
NCM17,OUT045,432.19077
FDA22,OUT045,3425.3684
NCA41,OUT018,3129.0745
FDF38,OUT035,608.91925
FDH52,OUT046,856.95276
FDY58,OUT019,-132.64992
FDZ16,OUT045,3694.6807
NCM18,OUT017,1235.9048
FDA22,OUT018,2444.906
NCJ43,OUT035,2677.4407
FDI34,OUT027,6515.832
FDG56,OUT046,976.43427
FDS34,OUT046,1562.6766
DRC01,OUT035,919.2066
FDQ04,OUT035,779.3371
FDK04,OUT035,1016.2423
FDT51,OUT049,1736.3544
FDV26,OUT017,2938.8835
FDS04,OUT049,2327.0376
FDW43,OUT018,3427.9478
FDQ28,OUT010,290.3725
NCK06,OUT017,2203.2668
FDS23,OUT018,2115.0999
FDZ36,OUT019,140.26607
FDE56,OUT018,636.47296
FDW10,OUT027,5806.7407
NCN14,OUT045,3107.1355
NCQ18,OUT045,1549.7833
FDW08,OUT017,1903.8817
FDU43,OUT035,5665.265
FDR33,OUT010,382.35858
FDM24,OUT010,487.32968
NCZ05,OUT046,1346.0223
NCV41,OUT035,1988.4265
FDV11,OUT018,2382.7922
NCY05,OUT035,566.28265
FDV44,OUT018,2682.443
FDW32,OUT049,1120.2964
NCU18,OUT027,3340.6309
NCC43,OUT035,4713.3843
FDW19,OUT013,1539.2206
FDN31,OUT035,3054.8179
FDI48,OUT045,741.613
FDS24,OUT017,1368.2988
FDF46,OUT049,1763.7378
DRG23,OUT017,2264.2268
FDG14,OUT018,2409.473
NCY30,OUT049,3829.1714
FDO28,OUT018,1654.129
DRD24,OUT035,2082.65
FDI33,OUT049,1687.7053
FDN32,OUT046,2297.481
FDR16,OUT045,5387.0854
FDF26,OUT046,2581.257
NCN29,OUT018,612.631
FDE20,OUT045,2757.2002
FDA46,OUT046,3206.7947
FDU28,OUT045,2407.4026
FDQ48,OUT045,1393.2404
FDV36,OUT013,2433.9297
FDR14,OUT018,696.94385
FDP23,OUT017,3789.1636
FDP56,OUT013,695.6757
FDK48,OUT010,123.67945
FDR48,OUT046,2411.2383
NCY29,OUT049,1057.177
FDM22,OUT018,758.8006
DRJ01,OUT013,2246.7532
FDZ43,OUT045,3919.2861
FDV03,OUT035,2468.0674
FDX11,OUT027,6422.2393
NCA41,OUT027,5403.265
FDE38,OUT017,3038.525
FDI27,OUT018,612.3096
FDN32,OUT013,2833.5625
NCN43,OUT017,2012.9106
FDB47,OUT027,5900.254
FDV03,OUT017,2305.8313
NCN30,OUT045,1383.2152
NCV54,OUT010,148.39502
FDV07,OUT013,1388.9736
FDP07,OUT049,2344.82
FDK48,OUT018,728.4361
FDM15,OUT019,471.96768
FDY19,OUT027,3303.392
FDK46,OUT046,3679.8335
FDY11,OUT045,802.1389
FDH09,OUT046,575.7465
FDO08,OUT027,4069.2107
FDU14,OUT013,4263.6475
FDD22,OUT027,3585.3499
FDM27,OUT017,2947.4119
FDL02,OUT027,2680.3655
NCA17,OUT035,2402.8745
FDE38,OUT019,133.34186
NCG07,OUT049,4101.6924
DRC27,OUT013,3841.2554
FDA27,OUT035,3569.5442
FDW40,OUT045,2308.7007
DRI11,OUT013,1825.902
FDN50,OUT046,1596.154
FDR12,OUT046,2760.2253
FDT34,OUT027,3178.707
FDW11,OUT035,940.79834
NCO30,OUT027,5849.351
FDZ34,OUT017,3321.6165
FDU45,OUT017,2425.287
NCD42,OUT035,817.18506
FDX25,OUT045,2366.9905
NCR29,OUT046,1330.3646
FDX43,OUT019,533.7548
FDB04,OUT010,223.2491
FDR49,OUT027,1650.0659
FDS39,OUT018,1709.0576
FDW58,OUT045,1313.8774
FDG22,OUT019,161.31512
FDG31,OUT017,1068.648
NCV53,OUT027,6220.9365
DRJ37,OUT035,2439.031
FDV07,OUT035,2096.3076
FDW52,OUT018,2614.8574
FDT15,OUT045,3357.3403
FDD02,OUT018,1650.8835
FDM16,OUT035,1490.9904
NCE55,OUT046,2393.2793
FDB57,OUT018,2617.3496
FDQ04,OUT013,975.756
FDQ47,OUT019,168.65938
FDY14,OUT019,2200.8882
DRK37,OUT017,4415.315
FDO25,OUT017,3994.2822
FDL57,OUT046,4672.87
NCK29,OUT018,1824.1285
FDK46,OUT027,8171.6797
NCB43,OUT010,863.3004
DRE01,OUT027,6642.804
FDC46,OUT018,2274.9595
FDQ23,OUT045,1511.9722
FDX38,OUT049,740.5793
FDG60,OUT018,3137.54
FDW55,OUT017,4423.211
FDP39,OUT013,388.4071
FDB20,OUT018,1278.4852
FDV21,OUT017,2560.3933
FDZ02,OUT013,1201.0714
FDP19,OUT027,4063.4626
FDA38,OUT035,4351.8296
FDH22,OUT045,1909.7281
DRM11,OUT045,3144.936
FDO12,OUT027,4493.817
FDT14,OUT049,2096.6467
FDW34,OUT010,-442.6197
FDG04,OUT027,4559.5947
FDW59,OUT018,1182.8787
FDR33,OUT018,1372.7623
FDP32,OUT013,1953.3722
FDL13,OUT027,5410.4473
FDD22,OUT013,2082.595
FDV40,OUT027,1330.5034
NCD55,OUT046,581.6744
FDQ20,OUT010,153.30673
FDD28,OUT045,646.12537
FDC39,OUT045,4334.08
NCR17,OUT049,1921.1853
DRO35,OUT018,1613.7871
FDF40,OUT049,3597.0034
FDR31,OUT018,2410.6445
NCQ41,OUT017,2899.6455
FDP38,OUT046,560.6176
NCU54,OUT027,5620.896
FDG22,OUT018,309.02173
DRK59,OUT013,3209.6914
FDC37,OUT046,1692.6132
NCO42,OUT013,2633.3774
NCT42,OUT017,2450.8193
FDX27,OUT035,2024.7035
FDV40,OUT018,963.2843
FDT45,OUT027,1917.1482
FDS47,OUT019,330.5858
FDR45,OUT035,4429.119
FDB03,OUT045,3193.3396
FDO49,OUT035,888.4352
FDU60,OUT027,4651.0215
FDB26,OUT018,636.51575
FDB46,OUT017,2737.4976
FDQ37,OUT019,706.92804
FDN03,OUT017,4696.5654
NCX30,OUT045,5994.7476
FDK32,OUT019,11.068468
DRM47,OUT013,2898.721
NCO02,OUT046,1473.2471
FDP04,OUT013,928.70154
NCO43,OUT049,2127.977
FDD59,OUT013,1135.0292
FDQ10,OUT017,3399.6306
FDW45,OUT035,2725.9707
NCK30,OUT049,5816.966
FDU31,OUT018,2153.3967
NCQ17,OUT019,423.47733
FDN01,OUT017,2949.5537
FDZ19,OUT049,2279.6963
DRG37,OUT017,2800.56
FDE32,OUT045,238.55986
FDO34,OUT049,2464.0686
FDM04,OUT019,327.5387
FDZ25,OUT049,2806.0903
FDU08,OUT049,1294.4325
NCW30,OUT045,3488.5066
NCM18,OUT013,1059.234
FDS22,OUT035,720.81506
NCH18,OUT017,5054.2793
FDC23,OUT013,3005.4993
FDY46,OUT013,2716.8938
NCU06,OUT046,4874.665
FDX57,OUT045,1578.9009
FDX36,OUT027,6411.932
FDL16,OUT045,924.445
FDT16,OUT010,2569.2378
FDN16,OUT018,1131.6443
FDC03,OUT046,2898.7754
DRF60,OUT013,4366.187
FDS27,OUT027,5673.7573
FDP33,OUT010,1023.3696
FDJ36,OUT018,1485.9877
NCR42,OUT013,343.4779
FDV14,OUT017,1222.909
NCP42,OUT035,3284.5637
FDB50,OUT027,2530.0408
NCC30,OUT027,3806.451
FDA23,OUT018,1462.4082
FDW16,OUT017,1384.7196
FDQ52,OUT010,515.11444
FDB58,OUT049,2144.4705
NCP29,OUT049,927.2818
NCM05,OUT045,4715.893
FDO25,OUT013,4476.051
NCM54,OUT046,1464.8342
NCL54,OUT046,3895.16
FDL39,OUT010,282.25333
FDF53,OUT018,2318.923
NCQ42,OUT035,2404.2227
FDF58,OUT013,982.79736
FDZ04,OUT035,1269.0448
FDE26,OUT019,348.2641
FDS60,OUT017,3079.8718
FDV58,OUT017,3446.0874
FDM04,OUT045,806.53613
FDE08,OUT035,2518.9014
NCB43,OUT049,4397.107
FDU11,OUT010,179.26965
FDF22,OUT019,448.68753
FDE24,OUT013,2125.0427
DRJ49,OUT046,1971.9319
NCQ53,OUT035,5451.2583
NCL41,OUT013,574.5624
FDR22,OUT013,1643.1058
FDH04,OUT035,1424.7845
DRH15,OUT045,816.501
FDY40,OUT049,667.9458
NCI17,OUT035,1765.5813
NCC18,OUT013,2356.2065
FDY28,OUT027,4386.3125
FDB45,OUT027,2281.9592
NCL30,OUT018,1788.5797
FDM10,OUT017,3646.9482
FDH22,OUT027,3528.065
NCZ53,OUT017,2520.4382
NCI18,OUT013,3280.2324
FDH14,OUT027,3748.755
FDR36,OUT027,1037.0662
FDW01,OUT045,2331.3647
FDK02,OUT027,2942.5376
FDJ02,OUT018,1706.5131
FDU55,OUT013,5458.6313
NCV18,OUT027,2672.5889
FDH14,OUT018,1799.9198
FDZ37,OUT045,1573.7493
FDX49,OUT049,3048.2769
NCD43,OUT046,1459.8595
FDZ07,OUT013,473.89874
FDK43,OUT035,1950.8285
FDR32,OUT018,3539.032
FDT39,OUT013,2179.1968
NCV54,OUT017,2075.221
FDF38,OUT018,434.40045
FDV60,OUT046,2874.6997
FDH44,OUT027,4321.2417
FDS21,OUT046,653.2063
NCL41,OUT045,525.3869
FDM46,OUT017,1519.1725
FDU27,OUT045,945.9647
NCJ54,OUT017,4716.028
DRG51,OUT018,2537.011
NCA29,OUT019,-113.85163
FDR47,OUT045,3948.939
NCL19,OUT027,3455.42
DRG01,OUT049,1204.6075
FDG10,OUT046,857.1089
NCV05,OUT049,2618.2263
NCH18,OUT019,-122.570404
FDV14,OUT018,1162.6537
DRJ23,OUT035,3939.16
DRJ11,OUT046,3355.205
FDZ03,OUT017,2970.4946
FDI27,OUT010,60.58725
FDJ14,OUT018,1174.8082
FDU32,OUT017,1854.121
FDD47,OUT027,4248.7607
DRF36,OUT035,2449.0208
FDM21,OUT046,3552.8552
FDV10,OUT018,475.82877
FDH60,OUT018,2935.4326
FDX47,OUT010,169.41504
FDT19,OUT019,283.3074
FDO11,OUT045,5052.407
FDH24,OUT027,3185.4604
FDL02,OUT018,1404.7268
FDB02,OUT049,2501.0688
FDA43,OUT046,2865.9414
FDG52,OUT045,672.3902
DRC12,OUT013,2593.3906
FDY37,OUT018,1835.0448
NCU18,OUT045,1927.5432
FDU09,OUT035,896.84705
DRJ25,OUT027,1277.5867
DRE12,OUT018,962.6772
DRL47,OUT017,2358.4497
DRK01,OUT046,1697.4675
FDC22,OUT019,456.29663
FDG44,OUT013,860.7513
FDW04,OUT035,2149.6626
FDK09,OUT049,3805.0618
NCN43,OUT035,2036.55
FDG04,OUT049,2941.1733
FDH32,OUT010,349.29395
DRI47,OUT017,2813.372
DRE15,OUT013,965.0808
FDY11,OUT035,1221.549
FDO60,OUT049,847.5545
FDQ20,OUT018,462.2078
FDO57,OUT027,3915.6614
FDT14,OUT019,249.56339
FDA57,OUT049,821.799
DRN35,OUT017,726.18884
FDJ03,OUT046,761.68726
FDX28,OUT017,1741.4681
DRE25,OUT045,1390.0797
FDR09,OUT046,2672.934
FDB23,OUT035,2738.2795
FDO08,OUT045,2494.422
FDQ23,OUT049,1621.3324
FDW04,OUT013,1784.6532
DRK13,OUT010,249.83705
NCL17,OUT027,3386.1619
FDY21,OUT035,3991.0242
FDJ38,OUT027,4607.575
FDA37,OUT019,456.43106
FDV43,OUT013,605.90546
FDL36,OUT046,1536.4999
FDD53,OUT045,544.98535
FDZ19,OUT010,397.38007
FDV21,OUT045,2457.5767
NCL54,OUT018,3766.504
DRI47,OUT027,3199.5027
DRG03,OUT049,2385.0708
FDG21,OUT013,2300.0942
FDW03,OUT018,1843.0417
NCI55,OUT046,2139.3
DRC36,OUT019,641.48846
FDH22,OUT017,2031.9285
FDV20,OUT045,2614.612
NCU41,OUT027,4482.1636
FDN46,OUT027,3107.0117
FDK50,OUT045,2927.8447
NCA05,OUT027,3578.689
DRH01,OUT018,3163.4695
FDT08,OUT018,2227.6902
FDM08,OUT018,3308.3213
FDZ07,OUT035,493.02673
FDS22,OUT017,804.8598
FDV35,OUT027,4011.446
FDI28,OUT010,461.3751
FDW58,OUT027,2303.889
FDT52,OUT045,4532.3315
FDY34,OUT046,2962.304
FDR10,OUT046,2583.064
FDK57,OUT017,2021.1337
FDR02,OUT027,1989.4592
FDX49,OUT046,4476.6646
FDQ20,OUT046,692.149
DRK23,OUT045,4667.0215
NCW06,OUT046,2794.4065
FDR31,OUT017,2840.9688
NCE43,OUT013,3101.8865
DRO59,OUT027,2145.4438
FDN09,OUT049,5651.8994
FDR11,OUT046,2660.8596
FDO57,OUT013,2761.8088
NCX18,OUT017,3086.597
FDB05,OUT018,4132.507
FDQ08,OUT018,509.6669
NCG43,OUT035,1619.7919
FDJ56,OUT013,1668.6774
FDA13,OUT010,80.625534
FDO56,OUT017,1956.17
FDB37,OUT018,4410.493
FDZ02,OUT018,951.9311
FDQ24,OUT046,4454.0874
FDM16,OUT013,1383.7124
FDU35,OUT049,1625.0625
FDT35,OUT035,3179.8032
NCX30,OUT049,5925.2114
FDG04,OUT017,3269.6104
FDI12,OUT035,1632.5232
FDE35,OUT035,1096.2855
NCP14,OUT027,2897.0537
NCY53,OUT045,2107.629
FDP49,OUT017,634.727
FDQ04,OUT017,740.9224
FDM39,OUT035,3968.3289
FDO58,OUT019,280.4262
FDC56,OUT017,2354.379
NCQ54,OUT046,2751.8774
FDV10,OUT027,1106.0571
NCK17,OUT046,755.4261
NCF55,OUT027,651.1073
FDV33,OUT013,3915.341
NCH29,OUT019,14.709113
FDA37,OUT027,3305.2588
FDH46,OUT018,1165.5234
FDS25,OUT035,1692.9716
FDH04,OUT027,2354.7883
FDX52,OUT046,2786.7578
NCD42,OUT017,595.6989
FDW47,OUT017,2345.8762
FDL25,OUT027,2921.2927
NCJ06,OUT010,221.66043
FDY09,OUT013,2806.113
FDS40,OUT046,567.1236
FDH41,OUT017,3456.5205
FDG38,OUT035,1574.1086
FDU03,OUT027,4793.1494
FDV20,OUT046,2405.0413
DRB13,OUT045,4159.9834
NCQ30,OUT013,1696.8944
NCH06,OUT013,4380.8926
FDU50,OUT018,1669.7089
NCO42,OUT019,415.64413
FDW09,OUT018,1016.94867
FDH04,OUT013,1409.5826
FDC21,OUT045,1435.5552
FDL21,OUT049,761.0209
FDM46,OUT010,335.58163
FDT22,OUT019,274.90982
FDB28,OUT035,3429.7952
FDI12,OUT018,1261.5424
FDA28,OUT045,1924.6271
FDF59,OUT013,2036.585
FDM45,OUT027,3308.5166
FDQ56,OUT017,1535.512
FDR46,OUT049,2481.4172
FDT01,OUT013,2738.9758
FDD16,OUT027,1759.1653
NCU30,OUT010,561.7431
FDM40,OUT010,320.08325
FDI56,OUT035,1548.3514
NCS30,OUT013,1817.0541
FDU08,OUT017,1341.4861
FDX51,OUT027,5492.563
FDA43,OUT045,2518.017
FDX59,OUT010,-20.226923
FDC37,OUT018,1338.7255
FDP58,OUT013,2618.5115
NCY42,OUT035,2187.7214
FDF21,OUT018,2668.3633
FDU10,OUT027,1134.9701
DRL47,OUT018,1966.6083
FDA58,OUT018,3068.759
FDJ22,OUT049,3045.5818
FDK50,OUT046,3113.9473
FDO38,OUT035,1300.8253
DRF60,OUT035,4014.8647
NCZ42,OUT019,780.06085
FDD35,OUT049,2000.7178
FDL25,OUT045,1109.7097
FDJ16,OUT013,1018.64374
DRK59,OUT049,2915.6313
FDI50,OUT046,5125.922
NCB19,OUT045,1461.9524
DRI37,OUT035,848.44055
FDA14,OUT027,3242.6729
FDC08,OUT018,3499.4336
FDS45,OUT046,2425.8005
FDI21,OUT049,1368.721
DRJ47,OUT035,3010.0159
DRE37,OUT027,5152.208
FDT55,OUT018,2745.815
NCG42,OUT027,3823.9995
FDA31,OUT049,2938.402
NCW42,OUT046,3213.9578
FDF50,OUT017,3279.9602
FDK56,OUT049,3656.9
FDX10,OUT035,603.6544
NCK07,OUT027,4002.5857
FDZ49,OUT017,3594.634
FDR33,OUT013,1749.301
FDO44,OUT018,1292.85
FDA20,OUT046,4076.1475
NCL30,OUT045,1964.6943
FDI05,OUT019,240.61043
FDQ12,OUT018,2907.0667
FDH47,OUT017,1730.8584
FDH34,OUT018,2876.424
FDF29,OUT046,2321.5203
FDG40,OUT018,408.26605
NCE18,OUT017,5802.8203
FDP21,OUT010,520.07947
FDY50,OUT013,1525.4662
FDB36,OUT049,1716.2877
NCZ29,OUT049,2217.8718
FDU20,OUT018,1803.5537
FDO56,OUT013,1819.0115
FDW31,OUT049,2773.728
DRH59,OUT013,1007.3239
NCB30,OUT017,3301.2163
FDK43,OUT027,3729.2756
FDW43,OUT045,4241.218
NCL19,OUT017,2589.883
FDJ27,OUT046,1400.7476
FDC45,OUT046,2527.3857
FDY40,OUT035,428.7713
NCM41,OUT035,1219.9843
NCK18,OUT019,682.8754
FDP37,OUT049,2495.3228
FDA27,OUT027,5734.408
NCX30,OUT035,4422.5254
FDR09,OUT017,4059.1846
FDG08,OUT027,5292.7783
NCU30,OUT013,2485.7441
FDB16,OUT017,1267.8413
FDM16,OUT017,1462.2374
FDC48,OUT013,989.2455
NCF18,OUT046,2766.1907
FDU46,OUT018,1142.6871
FDH41,OUT018,2815.2808
NCN42,OUT010,329.016
FDU49,OUT046,1638.262
FDB20,OUT027,2134.1865
FDG50,OUT019,220.89459
FDW20,OUT045,1693.6248
NCO55,OUT049,1614.2125
FDX48,OUT046,1980.528
FDU48,OUT046,2272.0532
FDR48,OUT019,354.28735
FDK27,OUT013,2039.1462
FDT35,OUT013,2582.6462
FDN12,OUT049,1784.6752
NCE31,OUT019,195.65665
FDL21,OUT017,792.3171
FDV56,OUT017,1732.9182
FDR16,OUT017,3189.141
NCP41,OUT049,1770.4518
FDJ27,OUT013,1647.1238
FDA07,OUT017,2031.6339
FDK55,OUT049,1243.8838
FDM33,OUT049,4688.815
FDY46,OUT046,2720.9592
FDD36,OUT046,1905.4645
FDB12,OUT027,3035.2607
FDF28,OUT019,386.2476
NCE07,OUT019,203.90375
FDW50,OUT027,3575.1023
NCW18,OUT017,4309.2065
NCJ17,OUT019,277.28467
DRZ24,OUT010,323.7716
FDS07,OUT035,2263.3838
NCW05,OUT010,796.238
FDZ22,OUT018,975.8396
FDK02,OUT046,2049.099
FDZ45,OUT027,4553.449
FDL25,OUT046,1369.5089
FDS08,OUT045,1623.1239
NCZ42,OUT027,8279.719
FDX57,OUT035,1675.0271
FDF21,OUT046,3515.6204
FDJ56,OUT018,1329.574
FDX10,OUT013,942.2725
DRG48,OUT035,2221.7634
DRN37,OUT046,2557.8179
NCY41,OUT018,577.80865
FDN28,OUT045,1611.2908
FDE34,OUT045,2303.3076
FDR10,OUT045,2345.074
FDC32,OUT017,1244.1002
DRG13,OUT046,3038.3748
FDP59,OUT049,1611.1958
NCT53,OUT010,66.70546
FDL57,OUT027,5997.5103
FDN32,OUT010,359.02002
FDK09,OUT018,3877.306
FDA52,OUT010,-33.05941
FDC57,OUT049,3167.8252
FDI09,OUT035,4852.7305
NCB07,OUT046,2299.168
FDP26,OUT035,1799.8767
FDP40,OUT027,3123.0571
FDL15,OUT013,2499.383
FDV07,OUT046,2095.4446
FDS03,OUT017,1540.3551
FDE50,OUT049,3696.9475
FDQ15,OUT017,1104.9849
FDQ33,OUT010,213.56337
FDT22,OUT013,880.9951
DRO35,OUT035,2302.3928
FDJ41,OUT049,3872.2961
